text,category,priority,split,department,is_roman
"dispensary hafte me sirf do din khulti hai at Block 5, Orangi Town near a primary school. This has been the case since the last monsoon. there is a government school right next to it and hundreds of children pass daily Bara meherbani ho gi, jaldi masla hal karain.",other,high,train,General Administration,1
"there is a government school rgiht next to it & hundreds of children pass daily pani bilkul nahi aa raha at near the community centre in defence view. plz take action. bara meherbani ho gi, jaldi masla hal karain.",water,high,train,Water Supply,1
wires are hanging loose from the pole at on Rashid Minhas Road. This has been the case for over two weeks. it is urgent because a school is right beside it,electricity,high,train,Electricity & Streetlights,0
Reporting an issue - the following problem at Clifton: the water hydrant staff say the supply quota for our area was reduced. it is causing inconvenience and should be fixed soon,water,medium,test,Water Supply,0
this is only a suggestion for improvement Low priority only mentioning it so it is on record purani deewar girne wali hai at PECHS Lane 3 Please take action,safety,low,train,Public Safety,1
"Janab, residents near Plot 22, Baldia Town are affected because the street lights have not been working. it is urgent because a school is right beside it Regards.",electricity,high,test,Electricity & Streetlights,0
"Respected sir, valve wala time par valve nahi kholta in front of Nazimabad House 4-B, and please treat this as urgent, the situation is getting worse daily Bara meherbani ho gi, jaldi masla hal karain. Again, valve wala time par valve nahi kholta.",water,high,train,Water Supply,1
"At Block 5, Saddar, the water line has burst and water is being wasted since Friday. just a routine request, nothing urgent at all!!",water,low,train,Water Supply,0
"Location on Sir Shah Suleman Road - sweepers have not come to clean this lane, ongoing for several months. kindly arrange a visit sometime this week Awaiting your response.",waste,medium,test,Sanitation & Solid Waste,0
"there is no police patrolling and street crime has increased at Block 2, Kemari and nobody has come to check for two days now. just a routine request, nothing urgent at all",safety,low,train,Public Safety,0
"Location Phase 2, Orangi Town near the school van stop - a huge heap of trash is lying at the corner, ongoing for more than 20 days. children walking to school have to wade through it every day Awaiting your response.",waste,high,test,Sanitation & Solid Waste,0
Reporting from near the community centre in Defence View: the electric pole is leaning dangerously.,electricity,low,test,Electricity & Streetlights,0
"To the concerned department, waste water has started seeping into the ground floor rooms near Malir. it is on the main road and traffic jams for hours every morning Shukriya. Again, waste water has started seeping into the ground floor rooms !!!!",drainage,high,train,Drainage & Sewerage,0
"Respected sir, there is rotting waste and an unbearable smell in front of on Abul Hasan Isphahani Road, and our family has been facing this for several days now. Kidnly send someone to look at it in the next few days",waste,medium,train,Sanitation & Solid Waste,0
THE GARBAGE CONTAINER IS OVERFLOWING ONTO THE ROAD AT NEAR THE BUS STOP IN SADDAR & NOBODY HAS COME TO CHECK FOR THE LAST THREE DAYS. IT IS CAUSING INCONVENIENCE & SHOULD BE FIXED SOON,waste,medium,train,Sanitation & Solid Waste,0
there has been no water supply in our line location: street 14 new karachi low priority only mentioning it so it is on record just a routine request nothing urgent at all we request immediate attention,water,low,train,Water Supply,0
"a hospital entraance is barely fifty metres from here The reason is that the boundary wall of the plot is about to collapse on passers-by, right at near the maiin mosque in Garden East near the school van stop. Agaun, the boundary wall of the plot is about to collapse on passers-by.",safety,high,test,Public Safety,0
to the concerned department hum ko roz tanker mangwana par raha hai in front of sector 5-c malir and please look into it in the coming days bara meherbani ho gi jaldi masla hal karain,water,medium,train,Water Supply,1
broken road with loose gravel everywhere; this situation at near the community centre in Lyari has continued since this morning. it is affecting a few households on our side of the lane. It is causing inconvenience and should be fixed soon Awaiting your response.,road,medium,test,Roads & Infrastructure,0
"I want to report that there is no electricity in our block in front of on University Road, and there is no urgency, please handle it in the routine schedule",electricity,low,train,Electricity & Streetlights,0
"at block 2, surjani town, sweepers have not come to clean this lane since this morning. this is a minor issue, whenever it is convenient",waste,low,train,Sanitation & Solid Waste,0
Complaint: the following problem at Sector 11-B Saddar: safai bilkul nahi hoti yahan it is extremely urgent please treat it as an emergency Bara meherbani ho gi jaldi masla hal karain,waste,critical,test,Sanitation & Solid Waste,1
a trrench dug by the gas company was never filled back at on Abul Hasan Isphhani Road,road,medium,train,Roads & Infrastructure,0
"respected sir, there is no electricity in our block near clifton. there is a government school right next to it and hundreds of children pass daily thank you.",electricity,high,train,Electricity & Streetlights,0
I want to report that drug users gather here after dark and residents feel unsafe near Block A Orangi Town it is urgent because a school is right beside it We request immediate attention,safety,high,train,Public Safety,0
"Problem area Block 2, Malir near a maternity home. Details: mor par roz chaini snatching hoti hai for the past six weeks. Awaiting your response. Bara meherbani ho gi, jaldi masla hal karain.",safety,critical,test,Public Safety,1
sarak par bara gaddha ban gaya hai at near the mobile market in Clifton near a primary school. This has been the case for almost a month. this has become a serious health hazard for the whole area,road,high,train,Roads & Infrastructure,1
the street lights have not been working. Location: on Maripur Road. our family has been facing this for several days now Please take action!!!,electricity,medium,train,Electricity & Streetlights,0
"manhole ka dhakkan toota hua hai at Baldia Town Plot 22 and nobody has come to check for the past six weeks. this is a minor issue, whenever it is convenient. Just a routine request, nothing urgent at all Bara meherbani ho gi, jaldi masla hal karain.",drainage,low,train,Drainage & Sewerage,1
"I want to report that road bilkul toot gayi hai for several months at Manghopir near a primary school. Please take action. Again, road bilkul toot gayi hai.",road,high,train,Roads & Infrastructure,1
"Respected sir, cinstruction malba has been dumped on the empty plot near near a bank branch in DHA Phase 6. a large number of residents are suffering because of it Please take action.",waste,high,train,Sanitation & Solid Waste,0
For for several months now pani bilkul nahi aa raha around near the petrol pump in Malir near the school van stop plz do the needful,water,high,test,Water Supply,1
"To the concerned department, speed breaker toota hua hai for the last three days at Lyari Block 2. Kindly resolve it soon. Bara meherbani ho gi, jaldi masla hal karain.",road,medium,train,Roads & Infrastructure,1
"paani ka pressure bohot kam hai at Block A, Surjani Town.",water,high,train,Water Supply,1
"Location Phase 2, Malir - gandagi ki wajah se makhiyan bohot ho gayi haain, ongoig since the last monsoon. a woman in labour could not be taken out of the lqne in time Regards.",waste,critical,test,Sanitation & Solid Waste,1
For since yesterday now a dangerous dilapidated structure is about to fall on people using the footpath around Block 13-D Gulshan-e-Iqbal Requesting the department to act,safety,low,test,Public Safety,0
"please treat this as urgent, the situation is getting worse daily the reason is that sewage water has entered our lan, right at on sir shah suleman road.",drainage,high,test,Drainage & Sewerage,0
"Assalam o alaikum, the booster pump at the hydrant has stopped working since Friday at near the mobile market in Gulberg Town. We request immediate attention!!",water,low,train,Water Supply,0
"Please be informed that there is rotting waate and an unbearable smell at Gadap Town House 4-B, since yesterday. please look into it in the coming days Thank you!!",waste,medium,train,Sanitation & Solid Waste,0
rain water from the last spell has still not drained out at Kemari.,drainage,medium,train,Drainage & Sewerage,0
"At Lane 3, Federal B Area, barish ka pani abhi tak nhai nikla since thks morning. our family has been facing this for several days now. We have been waiting for a response for a while now",drainage,medium,train,Drainage & Sewerage,1
